state_abbr,state,year,yearend,topic,question,value,datavaluetype,datavalueunit,group_type,group
SD,South Dakota,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",461.0,Number,Number,Sex,Female
SC,South Carolina,2019,2019,Diabetes,Diabetes among adults,15.5,Age-adjusted Prevalence,%,Race/Ethnicity,"Black, non-Hispanic"
US,United States,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",3631.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
SD,South Dakota,2019,2019,Diabetes,Gestational diabetes among women with a recent live birth,17.1,Crude Prevalence,%,Race/Ethnicity,"Asian, non-Hispanic"
SD,South Dakota,2019,2019,Diabetes,Diabetes among adults,19.6,Age-adjusted Prevalence,%,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
OR,Oregon,2019,2019,Diabetes,Gestational diabetes among women with a recent live birth,11.8,Crude Prevalence,%,Overall,Overall
TX,Texas,2019,2019,Diabetes,Diabetes among adults,12.0,Crude Prevalence,%,Race/Ethnicity,"Black, non-Hispanic"
PA,Pennsylvania,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",61.3,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
SC,South Carolina,2019,2019,Diabetes,Diabetes among adults,11.5,Age-adjusted Prevalence,%,Sex,Female
PA,Pennsylvania,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",36.0,Number,Number,Age,Age 0-44
US,United States,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",5604.0,Number,Number,Overall,Overall
PA,Pennsylvania,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",11433.0,Number,Number,Overall,Overall
RI,Rhode Island,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",63.1,Crude Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
TX,Texas,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",313.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
SC,South Carolina,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",107.6,Crude Rate,"cases per 100,000",Sex,Male
SC,South Carolina,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",26.0,Number,Number,Race/Ethnicity,"Asian, non-Hispanic"
SD,South Dakota,2019,2019,Diabetes,Diabetes among adults,18.1,Crude Prevalence,%,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
OR,Oregon,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",3.8,Crude Rate,"cases per 100,000",Age,Age >=65
PR,Puerto Rico,2019,2019,Diabetes,Diabetes among adults,17.2,Crude Prevalence,%,Sex,Female
US,United States,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.1,Crude Rate,"cases per 100,000",Race/Ethnicity,Hispanic
TX,Texas,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",42.0,Number,Number,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
RI,Rhode Island,2019,2019,Diabetes,Diabetes among adults,10.4,Crude Prevalence,%,Overall,Overall
RI,Rhode Island,2019,2019,Diabetes,Diabetes among adults,7.7,Age-adjusted Prevalence,%,Sex,Female
US,United States,2019,2019,Diabetes,Gestational diabetes among women with a recent live birth,10.0,Crude Prevalence,%,Overall,Overall
SC,South Carolina,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.1,Age-adjusted Rate,"cases per 100,000",Overall,Overall
PA,Pennsylvania,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",87.3,Crude Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
TN,Tennessee,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.7,Age-adjusted Rate,"cases per 100,000",Sex,Female
TN,Tennessee,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",57.0,Number,Number,Age,Age 0-44
TN,Tennessee,2019,2019,Diabetes,Diabetes among adults,11.4,Age-adjusted Prevalence,%,Sex,Female
OR,Oregon,2019,2019,Diabetes,Diabetes among adults,7.5,Age-adjusted Prevalence,%,Overall,Overall
US,United States,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",197355.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
SD,South Dakota,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",1031.0,Number,Number,Overall,Overall
TN,Tennessee,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",120.6,Crude Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
OR,Oregon,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.6,Crude Rate,"cases per 100,000",Sex,Male
RI,Rhode Island,2019,2019,Diabetes,Gestational diabetes among women with a recent live birth,13.3,Crude Prevalence,%,Race/Ethnicity,"Asian, non-Hispanic"
TX,Texas,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",82.6,Crude Rate,"cases per 100,000",Age,Age 45-64
US,United States,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",282801.0,Number,Number,Overall,Overall
US,United States,2019,2019,Diabetes,Diabetes among adults,14.4,Age-adjusted Prevalence,%,Race/Ethnicity,"Black, non-Hispanic"
TX,Texas,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",71.6,Crude Rate,"cases per 100,000",Sex,Female
RI,Rhode Island,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",811.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
RI,Rhode Island,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",151.0,Number,Number,Age,Age 45-64
TX,Texas,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",463.0,Crude Rate,"cases per 100,000",Age,Age >=65
RI,Rhode Island,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",52.7,Crude Rate,"cases per 100,000",Race/Ethnicity,"Asian, non-Hispanic"
PA,Pennsylvania,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.5,Age-adjusted Rate,"cases per 100,000",Sex,Male
US,United States,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.5,Crude Rate,"cases per 100,000",Sex,Female
PA,Pennsylvania,2019,2019,Diabetes,Diabetes among adults,10.8,Crude Prevalence,%,Overall,Overall
PA,Pennsylvania,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",115.0,Number,Number,Race/Ethnicity,"Asian, non-Hispanic"
US,United States,2019,2019,Diabetes,Diabetes among adults,14.5,Age-adjusted Prevalence,%,Race/Ethnicity,Hispanic
PA,Pennsylvania,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.2,Age-adjusted Rate,"cases per 100,000",Overall,Overall
OR,Oregon,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",37.0,Number,Number,Race/Ethnicity,"Multiracial, non-Hispanic"
TX,Texas,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",6.9,Crude Rate,"cases per 100,000",Age,Age >=65
RI,Rhode Island,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",79.5,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Asian, non-Hispanic"
SC,South Carolina,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.7,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
SC,South Carolina,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",96.6,Crude Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
TX,Texas,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",12415.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
PA,Pennsylvania,2019,2019,Diabetes,Diabetes among adults,9.3,Age-adjusted Prevalence,%,Sex,Female
US,United States,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.8,Age-adjusted Rate,"cases per 100,000",Sex,Male
US,United States,2019,2019,Diabetes,Gestational diabetes among women with a recent live birth,11.9,Crude Prevalence,%,Race/Ethnicity,Hispanic
TN,Tennessee,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",94.2,Crude Rate,"cases per 100,000",Sex,Female
TX,Texas,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",338.0,Number,Number,Sex,Male
TX,Texas,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",197.0,Number,Number,Race/Ethnicity,Hispanic
TN,Tennessee,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.8,Age-adjusted Rate,"cases per 100,000",Overall,Overall
TX,Texas,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",613.0,Number,Number,Overall,Overall
OR,Oregon,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",4737.0,Number,Number,Overall,Overall
US,United States,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",157805.0,Number,Number,Sex,Male
SD,South Dakota,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",116.5,Crude Rate,"cases per 100,000",Overall,Overall
TN,Tennessee,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",3.4,Crude Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
PR,Puerto Rico,2019,2019,Diabetes,Diabetes among adults,14.6,Age-adjusted Prevalence,%,Sex,Female
SD,South Dakota,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",168.8,Crude Rate,"cases per 100,000",Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
SC,South Carolina,2019,2019,Diabetes,Diabetes among adults,17.5,Crude Prevalence,%,Age,Age 45-64
RI,Rhode Island,2019,2019,Diabetes,Diabetes among adults,10.7,Age-adjusted Prevalence,%,Sex,Male
SD,South Dakota,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",570.0,Number,Number,Sex,Male
OR,Oregon,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.4,Age-adjusted Rate,"cases per 100,000",Sex,Female
SC,South Carolina,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",95.8,Crude Rate,"cases per 100,000",Overall,Overall
TX,Texas,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",120.6,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
PA,Pennsylvania,2019,2019,Diabetes,Diabetes among adults,15.6,Age-adjusted Prevalence,%,Race/Ethnicity,"Black, non-Hispanic"
TX,Texas,2019,2019,Diabetes,Diabetes among adults,11.5,Crude Prevalence,%,Sex,Female
RI,Rhode Island,2019,2019,Diabetes,Gestational diabetes among women with a recent live birth,7.5,Crude Prevalence,%,Race/Ethnicity,"Black, non-Hispanic"
US,United States,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",6773.0,Number,Number,Age,Age 0-44
OR,Oregon,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",4211.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
SC,South Carolina,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",28.5,Crude Rate,"cases per 100,000",Race/Ethnicity,"Asian, non-Hispanic"
SC,South Carolina,2019,2019,Diabetes,Diabetes among adults,10.4,Age-adjusted Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
PR,Puerto Rico,2019,2019,Diabetes,Diabetes among adults,21.0,Crude Prevalence,%,Age,Age 45-64
TN,Tennessee,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",16.1,Crude Rate,"cases per 100,000",Race/Ethnicity,Hispanic
OR,Oregon,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",502.2,Crude Rate,"cases per 100,000",Age,Age >=65
US,United States,2019,2019,Diabetes,Diabetes among adults,8.3,Age-adjusted Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
TN,Tennessee,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",111.0,Age-adjusted Rate,"cases per 100,000",Sex,Male
US,United States,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",117.4,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic"
SC,South Carolina,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",39.6,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,Hispanic
SC,South Carolina,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",44.0,Number,Number,Age,Age 45-64
OR,Oregon,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",123.3,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
TX,Texas,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",7161.0,Number,Number,Race/Ethnicity,Hispanic
TN,Tennessee,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",6.3,Crude Rate,"cases per 100,000",Age,Age 0-44
SD,South Dakota,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",532.7,Crude Rate,"cases per 100,000",Age,Age >=65
US,United States,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",64.8,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
SC,South Carolina,2019,2019,Diabetes,Diabetes among adults,26.1,Crude Prevalence,%,Age,Age >=65
US,United States,2019,2019,Diabetes,Diabetes among adults,2.9,Crude Prevalence,%,Age,Age 18-44
OR,Oregon,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.5,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
US,United States,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",47.8,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Asian, non-Hispanic"
TX,Texas,2019,2019,Diabetes,Diabetes among adults,17.8,Crude Prevalence,%,Age,Age 45-64
PA,Pennsylvania,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",26.0,Number,Number,Race/Ethnicity,"Black, non-Hispanic"
SC,South Carolina,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",51.0,Number,Number,Race/Ethnicity,"Black, non-Hispanic"
SC,South Carolina,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",1128.0,Number,Number,Age,Age 45-64
OR,Oregon,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.4,Age-adjusted Rate,"cases per 100,000",Overall,Overall
US,United States,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.2,Crude Rate,"cases per 100,000",Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
TN,Tennessee,2019,2019,Diabetes,Diabetes among adults,13.2,Age-adjusted Prevalence,%,Sex,Male
SC,South Carolina,2019,2019,Diabetes,Diabetes among adults,23.4,Age-adjusted Prevalence,%,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
OR,Oregon,2019,2019,Diabetes,Gestational diabetes among women with a recent live birth,20.8,Crude Prevalence,%,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic"
US,United States,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1055.0,Number,Number,Race/Ethnicity,"Black, non-Hispanic"
TX,Texas,2019,2019,Diabetes,Diabetes among adults,10.8,Age-adjusted Prevalence,%,Sex,Female
SD,South Dakota,2019,2019,Diabetes,Diabetes among adults,8.1,Age-adjusted Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
ME,Maine,2020,2020,Diabetes,Gestational diabetes among women with a recent live birth,10.3,Crude Prevalence,%,Overall,Overall
WA,Washington,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",57.0,Number,Number,Age,Age 45-64
